meter_id	timestamp	kwh	temp_c
M2024	2024-01-04 23:00	1.7356	-2.5
M2024	2024-01-05 0:00	1.0016	-2.5
M2024	2024-01-05 1:00	1.0176	-3.1
M2024	2024-01-05 2:00	1.1432	-3.8
M2024	2024-01-05 3:00	0.7825	-4.6
M2024	2024-01-05 4:00	1.0869	-5.4
M2024	2024-01-05 5:00	1.4078	-6.1
M2024	2024-01-05 6:00	2.2507	-6.7
M2024	2024-01-05 7:00	2.5746	-7.2
M2024	2024-01-05 8:00	2.0642	-7.5
M2024	2024-01-05 9:00	1.9476	-7.6
M2024	2024-01-05 10:00	1.3889	-7.5
M2024	2024-01-05 11:00	1.8246	-7.2
M2024	2024-01-05 12:00	1.6274	-6.7
M2024	2024-01-05 13:00	1.9042	-6.1
M2024	2024-01-05 14:00	1.6676	-5.4
M2024	2024-01-05 15:00	1.66	-4.6
M2024	2024-01-05 16:00	1.7817	-3.8
M2024	2024-01-05 17:00	2.6973	-3.1
M2024	2024-01-05 18:00	3.7728	-2.5
M2024	2024-01-05 19:00	3.9348	-2
M2024	2024-01-05 20:00	3.1349	-1.7
M2024	2024-01-05 21:00	2.5896	-1.6
M2024	2024-01-05 22:00	1.9134	-1.7
M2024	2024-01-05 23:00	1.5266	-2
M2024	2024-01-06 0:00	1.3142	-3
M2024	2024-01-06 1:00	1.1861	-3.6
M2024	2024-01-06 2:00	1.0947	-4.3
M2024	2024-01-06 3:00	1.0966	-5.1
M2024	2024-01-06 4:00	1.1373	-5.9
M2024	2024-01-06 5:00	1.4067	-6.6
M2024	2024-01-06 6:00	2.28	-7.2
M2024	2024-01-06 7:00	2.7831	-7.7
M2024	2024-01-06 8:00	2.4223	-8
M2024	2024-01-06 9:00	2.137	-8.1
M2024	2024-01-06 10:00	1.8095	-8
M2024	2024-01-06 11:00	2.1225	-7.7
M2024	2024-01-06 12:00	2.2492	-7.2
M2024	2024-01-06 13:00	1.6179	-6.6
M2024	2024-01-06 14:00	1.7991	-5.9
M2024	2024-01-06 15:00	1.8843	-5.1
M2024	2024-01-06 16:00	2.1719	-4.3
M2024	2024-01-06 17:00	2.5263	-3.6
M2024	2024-01-06 18:00	3.5162	-3
M2024	2024-01-06 19:00	4.7178	-2.5
M2024	2024-01-06 20:00	3.4696	-2.2
M2024	2024-01-06 21:00	3.0287	-2.1
M2024	2024-01-06 22:00	2.1657	-2.2
M2024	2024-01-06 23:00	1.7378	-2.5
M2024	2024-01-07 0:00	1.2764	-0.6
M2024	2024-01-07 1:00	1.0734	-1.2
M2024	2024-01-07 2:00	0.9468	-1.9
M2024	2024-01-07 3:00	1.0632	-2.7
M2024	2024-01-07 4:00	1.1498	-3.5
M2024	2024-01-07 5:00	1.3658	-4.2
M2024	2024-01-07 6:00	2.0618	-4.8
M2024	2024-01-07 7:00	3.1116	-5.3
M2024	2024-01-07 8:00	2.3917	-5.6
M2024	2024-01-07 9:00	1.7224	-5.7
M2024	2024-01-07 10:00	1.8621	-5.6
M2024	2024-01-07 11:00	1.83	-5.3
M2024	2024-01-07 12:00	1.9853	-4.8
M2024	2024-01-07 13:00	1.8543	-4.2
M2024	2024-01-07 14:00	1.7995	-3.5
M2024	2024-01-07 15:00	1.7928	-2.7
M2024	2024-01-07 16:00	2.1431	-1.9
M2024	2024-01-07 17:00	2.625	-1.2
M2024	2024-01-07 18:00	3.7374	-0.6
M2024	2024-01-07 19:00	3.5406	-0.1
M2024	2024-01-07 20:00	3.7891	0.2
M2024	2024-01-07 21:00	2.8012	0.3
M2024	2024-01-07 22:00	2.3848	0.2
M2024	2024-01-07 23:00	1.6884	-0.1
M2024	2024-01-08 0:00	1.2885	-1.9
M2024	2024-01-08 1:00	1.0906	-2.5
M2024	2024-01-08 2:00	0.8706	-3.3
M2024	2024-01-08 3:00	1.0326	-4
M2024	2024-01-08 4:00	1.1299	-4.8
M2024	2024-01-08 5:00	1.645	-5.5
M2024	2024-01-08 6:00	1.9868	-6.2
M2024	2024-01-08 7:00	2.7914	-6.6
M2024	2024-01-08 8:00	2.4097	-6.9
M2024	2024-01-08 9:00	1.9179	-7
M2024	2024-01-08 10:00	2.0757	-6.9
M2024	2024-01-08 11:00	1.8397	-6.6
M2024	2024-01-08 12:00	1.7766	-6.2
M2024	2024-01-08 13:00	1.7317	-5.5
M2024	2024-01-08 14:00	1.7979	-4.8
M2024	2024-01-08 15:00	1.4918	-4
M2024	2024-01-08 16:00	2.1786	-3.3
M2024	2024-01-08 17:00	2.8242	-2.5
M2024	2024-01-08 18:00	3.1382	-1.9
M2024	2024-01-08 19:00	3.6707	-1.4
M2024	2024-01-08 20:00	3.2878	-1.1
M2024	2024-01-08 21:00	2.9958	-1
M2024	2024-01-08 22:00	2.1901	-1.1
M2024	2024-01-08 23:00	1.5952	-1.4
M2024	2024-01-09 0:00	0.9996	-0.1
M2024	2024-01-09 1:00	1.1367	-0.7
M2024	2024-01-09 2:00	0.9584	-1.5
M2024	2024-01-09 3:00	0.8472	-2.2
M2024	2024-01-09 4:00	1.0505	-3
M2024	2024-01-09 5:00	1.3286	-3.7
M2024	2024-01-09 6:00	1.9556	-4.4
M2024	2024-01-09 7:00	2.382	-4.8
M2024	2024-01-09 8:00	2.2739	-5.1
M2024	2024-01-09 9:00	1.8385	-5.2
M2024	2024-01-09 10:00	1.9174	-5.1
M2024	2024-01-09 11:00	1.9013	-4.8
M2024	2024-01-09 12:00	1.6857	-4.4
M2024	2024-01-09 13:00	1.6413	-3.7
M2024	2024-01-09 14:00	1.339	-3
M2024	2024-01-09 15:00	1.6464	-2.2
M2024	2024-01-09 16:00	1.6487	-1.5
M2024	2024-01-09 17:00	2.3824	-0.7
M2024	2024-01-09 18:00	3.2416	-0.1
M2024	2024-01-09 19:00	3.4087	0.4
M2024	2024-01-09 20:00	3.103	0.7
M2024	2024-01-09 21:00	2.4062	0.8
M2024	2024-01-09 22:00	2.0271	0.7
M2024	2024-01-09 23:00	1.3181	0.4
M2024	2024-01-10 0:00	1.2182	-5.8
M2024	2024-01-10 1:00	1.1528	-6.4
M2024	2024-01-10 2:00	1.1352	-7.1
M2024	2024-01-10 3:00	1.1117	-7.9
M2024	2024-01-10 4:00	1.1386	-8.7
M2024	2024-01-10 5:00	1.59	-9.4
M2024	2024-01-10 6:00	2.3508	-10
M2024	2024-01-10 7:00	3.0974	-10.5
M2024	2024-01-10 8:00	2.4711	-10.8
M2024	2024-01-10 9:00	2.2669	-10.9
M2024	2024-01-10 10:00	2.1334	-10.8
M2024	2024-01-10 11:00	1.9479	-10.5
M2024	2024-01-10 12:00	2.0868	-10
M2024	2024-01-10 13:00	1.7217	-9.4
M2024	2024-01-10 14:00	1.9151	-8.7
M2024	2024-01-10 15:00	1.7859	-7.9
M2024	2024-01-10 16:00	2.1807	-7.1
M2024	2024-01-10 17:00	2.8212	-6.4
M2024	2024-01-10 18:00	3.5605	-5.8
M2024	2024-01-10 19:00	4.0921	-5.3
M2024	2024-01-10 20:00	3.9772	-5
M2024	2024-01-10 21:00	3.5993	-4.9
M2024	2024-01-10 22:00	2.0409	-5
M2024	2024-01-10 23:00	1.7189	-5.3
M2024	2024-01-11 0:00	1.0892	1.8
M2024	2024-01-11 1:00	0.9101	1.1
M2024	2024-01-11 2:00	0.9693	0.4
M2024	2024-01-11 3:00	0.9675	-0.4
M2024	2024-01-11 4:00	1.0505	-1.1
M2024	2024-01-11 5:00	1.4386	-1.9
M2024	2024-01-11 6:00	1.5806	-2.5
M2024	2024-01-11 7:00	2.651	-3
M2024	2024-01-11 8:00	2.2446	-3.3
M2024	2024-01-11 9:00	1.8726	-3.4
M2024	2024-01-11 10:00	1.4531	-3.3
M2024	2024-01-11 11:00	1.4772	-3
M2024	2024-01-11 12:00	1.6666	-2.5
M2024	2024-01-11 13:00	1.5637	-1.9
M2024	2024-01-11 14:00	1.2903	-1.1
M2024	2024-01-11 15:00	1.5083	-0.4
M2024	2024-01-11 16:00	1.7948	0.4
M2024	2024-01-11 17:00	2.0322	1.1
M2024	2024-01-11 18:00	2.8891	1.8
M2024	2024-01-11 19:00	3.1735	2.2
M2024	2024-01-11 20:00	3.0644	2.5
M2024	2024-01-11 21:00	2.6035	2.6
M2024	2024-01-11 22:00	2.0232	2.5
M2024	2024-01-11 23:00	1.3819	2.2
M2024	2024-01-12 0:00	1.2157	-1.9
M2024	2024-01-12 1:00	1.1323	-2.5
M2024	2024-01-12 2:00	0.9017	-3.2
M2024	2024-01-12 3:00	1.0193	-4
M2024	2024-01-12 4:00	1.1615	-4.8
M2024	2024-01-12 5:00	1.2908	-5.5
M2024	2024-01-12 6:00	1.9712	-6.1
M2024	2024-01-12 7:00	2.7607	-6.6
M2024	2024-01-12 8:00	2.1982	-6.9
M2024	2024-01-12 9:00	1.8305	-7
M2024	2024-01-12 10:00	1.9941	-6.9
M2024	2024-01-12 11:00	1.6313	-6.6
M2024	2024-01-12 12:00	1.9954	-6.1
M2024	2024-01-12 13:00	1.7411	-5.5
M2024	2024-01-12 14:00	1.6813	-4.8
M2024	2024-01-12 15:00	1.5389	-4
M2024	2024-01-12 16:00	1.5408	-3.2
M2024	2024-01-12 17:00	2.5966	-2.5
M2024	2024-01-12 18:00	3.2998	-1.9
M2024	2024-01-12 19:00	3.5731	-1.4
M2024	2024-01-12 20:00	3.7042	-1.1
M2024	2024-01-12 21:00	2.85	-1
M2024	2024-01-12 22:00	2.2765	-1.1
M2024	2024-01-12 23:00	1.5816	-1.4
M2024	2024-01-13 0:00	1.3943	-0.1
M2024	2024-01-13 1:00	1.0564	-0.7
M2024	2024-01-13 2:00	0.8135	-1.5
M2024	2024-01-13 3:00	0.8963	-2.2
M2024	2024-01-13 4:00	1.2515	-3
M2024	2024-01-13 5:00	1.646	-3.7
M2024	2024-01-13 6:00	2.1209	-4.3
M2024	2024-01-13 7:00	2.7152	-4.8
M2024	2024-01-13 8:00	2.2023	-5.1
M2024	2024-01-13 9:00	1.7668	-5.2
M2024	2024-01-13 10:00	1.7482	-5.1
M2024	2024-01-13 11:00	1.6987	-4.8
M2024	2024-01-13 12:00	1.654	-4.3
M2024	2024-01-13 13:00	1.8167	-3.7
M2024	2024-01-13 14:00	1.432	-3
M2024	2024-01-13 15:00	1.7288	-2.2
M2024	2024-01-13 16:00	1.6667	-1.5
M2024	2024-01-13 17:00	2.2797	-0.7
M2024	2024-01-13 18:00	3.8844	-0.1
M2024	2024-01-13 19:00	3.6184	0.4
M2024	2024-01-13 20:00	3.7337	0.7
M2024	2024-01-13 21:00	2.6958	0.8
M2024	2024-01-13 22:00	1.9192	0.7
M2024	2024-01-13 23:00	1.6471	0.4
M2024	2024-01-14 0:00	1.1552	-1.9
M2024	2024-01-14 1:00	1.2479	-2.5
M2024	2024-01-14 2:00	1.0264	-3.2
M2024	2024-01-14 3:00	1.2158	-4
M2024	2024-01-14 4:00	1.3271	-4.8
M2024	2024-01-14 5:00	1.5047	-5.5
M2024	2024-01-14 6:00	1.9137	-6.1
M2024	2024-01-14 7:00	2.9654	-6.6
M2024	2024-01-14 8:00	2.602	-6.9
M2024	2024-01-14 9:00	1.9327	-7
M2024	2024-01-14 10:00	1.9684	-6.9
M2024	2024-01-14 11:00	1.694	-6.6
M2024	2024-01-14 12:00	1.8406	-6.1
M2024	2024-01-14 13:00	1.5856	-5.5
M2024	2024-01-14 14:00	1.6804	-4.8
M2024	2024-01-14 15:00	1.7911	-4
M2024	2024-01-14 16:00	1.8985	-3.2
M2024	2024-01-14 17:00	2.6094	-2.5
M2024	2024-01-14 18:00	3.8213	-1.9
M2024	2024-01-14 19:00	4.2301	-1.4
M2024	2024-01-14 20:00	3.5811	-1.1
M2024	2024-01-14 21:00	2.9475	-1
M2024	2024-01-14 22:00	2.6515	-1.1
M2024	2024-01-14 23:00	1.6017	-1.4
M2025	2024-01-01 0:00	0.8967	-1.8
M2025	2024-01-01 1:00	0.8677	-2.4
M2025	2024-01-01 2:00	0.8968	-3.1
M2025	2024-01-01 3:00	0.7197	-3.9
M2025	2024-01-01 4:00	0.9479	-4.7
M2025	2024-01-01 5:00	1.2676	-5.4
M2025	2024-01-01 6:00	1.6652	-6
M2025	2024-01-01 7:00	2.2953	-6.5
M2025	2024-01-01 8:00	1.7002	-6.8
M2025	2024-01-01 9:00	1.5008	-6.9
M2025	2024-01-01 10:00	1.4853	-6.8
M2025	2024-01-01 11:00	1.6564	-6.5
M2025	2024-01-01 12:00	1.5776	-6
M2025	2024-01-01 13:00	1.4404	-5.4
M2025	2024-01-01 14:00	1.2769	-4.7
M2025	2024-01-01 15:00	1.4934	-3.9
M2025	2024-01-01 16:00	1.7044	-3.1
M2025	2024-01-01 17:00	2.2565	-2.4
M2025	2024-01-01 18:00	2.6688	-1.8
M2025	2024-01-01 19:00	3.4504	-1.3
M2025	2024-01-01 20:00	2.9339	-1
M2025	2024-01-01 21:00	2.4701	-0.9
M2025	2024-01-01 22:00	2.1182	-1
M2025	2024-01-01 23:00	1.3762	-1.3
M2025	2024-01-02 0:00	0.971	1.1
M2025	2024-01-02 1:00	0.7656	0.5
M2025	2024-01-02 2:00	0.8413	-0.2
M2025	2024-01-02 3:00	0.7806	-1
M2025	2024-01-02 4:00	0.7817	-1.8
M2025	2024-01-02 5:00	1.0018	-2.5
M2025	2024-01-02 6:00	1.8333	-3.1
M2025	2024-01-02 7:00	2.4595	-3.6
M2025	2024-01-02 8:00	1.8889	-3.9
M2025	2024-01-02 9:00	1.3714	-4
M2025	2024-01-02 10:00	1.3276	-3.9
M2025	2024-01-02 11:00	1.5506	-3.6
M2025	2024-01-02 12:00	1.4992	-3.1
M2025	2024-01-02 13:00	1.4035	-2.5
M2025	2024-01-02 14:00	0.9905	-1.8
M2025	2024-01-02 15:00	1.0862	-1
M2025	2024-01-02 16:00	1.5718	-0.2
M2025	2024-01-02 17:00	2.0679	0.5
M2025	2024-01-02 18:00	2.684	1.1
M2025	2024-01-02 19:00	3.2765	1.6
M2025	2024-01-02 20:00	2.6006	1.9
M2025	2024-01-02 21:00	2.1839	2
M2025	2024-01-02 22:00	1.6404	1.9
M2025	2024-01-02 23:00	1.1625	1.6
M2025	2024-01-03 0:00	0.6339	0.8
M2025	2024-01-03 1:00	0.8449	0.2
M2025	2024-01-03 2:00	0.8122	-0.5
M2025	2024-01-03 3:00	0.7252	-1.3
M2025	2024-01-03 4:00	0.8777	-2.1
M2025	2024-01-03 5:00	1.2096	-2.8
M2025	2024-01-03 6:00	1.834	-3.4
M2025	2024-01-03 7:00	2.1109	-3.9
M2025	2024-01-03 8:00	1.9063	-4.2
M2025	2024-01-03 9:00	1.3392	-4.3
M2025	2024-01-03 10:00	1.2907	-4.2
M2025	2024-01-03 11:00	1.4264	-3.9
M2025	2024-01-03 12:00	1.6384	-3.4
M2025	2024-01-03 13:00	1.4372	-2.8
M2025	2024-01-03 14:00	1.2007	-2.1
M2025	2024-01-03 15:00	1.102	-1.3
M2025	2024-01-03 16:00	1.4214	-0.5
M2025	2024-01-03 17:00	1.8595	0.2
M2025	2024-01-03 18:00	2.5919	0.8
M2025	2024-01-03 19:00	3.2135	1.3
M2025	2024-01-03 20:00	3.0411	1.6
M2025	2024-01-03 21:00	2.0428	1.7
M2025	2024-01-03 22:00	1.7338	1.6
M2025	2024-01-03 23:00	1.2367	1.3
M2025	2024-01-04 0:00	1.1944	-3
M2025	2024-01-04 1:00	0.9077	-3.6
M2025	2024-01-04 2:00	0.8266	-4.3
M2025	2024-01-04 3:00	0.8005	-5.1
M2025	2024-01-04 4:00	1.0432	-5.9
M2025	2024-01-04 5:00	1.2912	-6.6
M2025	2024-01-04 6:00	1.841	-7.2
M2025	2024-01-04 7:00	2.5387	-7.7
M2025	2024-01-04 8:00	2.065	-8
M2025	2024-01-04 9:00	1.5163	-8.1
M2025	2024-01-04 10:00	1.6163	-8
M2025	2024-01-04 11:00	1.729	-7.7
M2025	2024-01-04 12:00	1.6272	-7.2
M2025	2024-01-04 13:00	1.3699	-6.6
M2025	2024-01-04 14:00	1.3143	-5.9
M2025	2024-01-04 15:00	1.353	-5.1
M2025	2024-01-04 16:00	1.6732	-4.3
M2025	2024-01-04 17:00	2.3429	-3.6
M2025	2024-01-04 18:00	2.8681	-3
M2025	2024-01-04 19:00	3.431	-2.5
M2025	2024-01-04 20:00	3.1049	-2.2
M2025	2024-01-04 21:00	2.501	-2.1
M2025	2024-01-04 22:00	2.2554	-2.2
M2025	2024-01-04 23:00	1.4084	-2.5
M2025	2024-01-05 0:00	1.0261	-2.5
M2025	2024-01-05 1:00	0.8962	-3.1
M2025	2024-01-05 2:00	0.8103	-3.8
M2025	2024-01-05 3:00	0.9208	-4.6
M2025	2024-01-05 4:00	1.0195	-5.4
M2025	2024-01-05 5:00	0.9504	-6.1
M2025	2024-01-05 6:00	1.9411	-6.7
M2025	2024-01-05 7:00	2.5833	-7.2
M2025	2024-01-05 8:00	2.1881	-7.5
M2025	2024-01-05 9:00	1.6147	-7.6
M2025	2024-01-05 10:00	1.4704	-7.5
M2025	2024-01-05 11:00	1.5928	-7.2
M2025	2024-01-05 12:00	1.9527	-6.7
M2025	2024-01-05 13:00	1.479	-6.1
M2025	2024-01-05 14:00	1.3162	-5.4
M2025	2024-01-05 15:00	1.4636	-4.6
M2025	2024-01-05 16:00	1.4855	-3.8
M2025	2024-01-05 17:00	2.1187	-3.1
M2025	2024-01-05 18:00	3.5254	-2.5
M2025	2024-01-05 19:00	3.2594	-2
M2025	2024-01-05 20:00	3.3423	-1.7
M2025	2024-01-05 21:00	2.1711	-1.6
M2025	2024-01-05 22:00	2.1529	-1.7
M2025	2024-01-05 23:00	1.2305	-2
M2025	2024-01-06 0:00	1.1526	-3
M2025	2024-01-06 1:00	1.0171	-3.6
M2025	2024-01-06 2:00	0.9245	-4.3
M2025	2024-01-06 3:00	0.9766	-5.1
M2025	2024-01-06 4:00	1.0773	-5.9
M2025	2024-01-06 5:00	1.3546	-6.6
M2025	2024-01-06 6:00	2.2892	-7.2
M2025	2024-01-06 7:00	2.4588	-7.7
M2025	2024-01-06 8:00	2.2753	-8
M2025	2024-01-06 9:00	1.778	-8.1
M2025	2024-01-06 10:00	1.781	-8
M2025	2024-01-06 11:00	1.5025	-7.7
M2025	2024-01-06 12:00	1.6812	-7.2
M2025	2024-01-06 13:00	1.638	-6.6
M2025	2024-01-06 14:00	1.6519	-5.9
M2025	2024-01-06 15:00	1.4188	-5.1
M2025	2024-01-06 16:00	1.7025	-4.3
M2025	2024-01-06 17:00	2.5269	-3.6
M2025	2024-01-06 18:00	3.138	-3
M2025	2024-01-06 19:00	2.8628	-2.5
M2025	2024-01-06 20:00	2.9817	-2.2
M2025	2024-01-06 21:00	2.2776	-2.1
M2025	2024-01-06 22:00	2.1591	-2.2
M2025	2024-01-06 23:00	1.5915	-2.5
M2025	2024-01-07 0:00	1.0387	-0.6
M2025	2024-01-07 1:00	0.9108	-1.2
M2025	2024-01-07 2:00	0.9137	-1.9
M2025	2024-01-07 3:00	0.9263	-2.7
M2025	2024-01-07 4:00	0.8664	-3.5
M2025	2024-01-07 5:00	1.3698	-4.2
M2025	2024-01-07 6:00	1.8904	-4.8
M2025	2024-01-07 7:00	2.3096	-5.3
M2025	2024-01-07 8:00	2.0019	-5.6
M2025	2024-01-07 9:00	1.6923	-5.7
M2025	2024-01-07 10:00	1.5686	-5.6
M2025	2024-01-07 11:00	1.3021	-5.3
M2025	2024-01-07 12:00	1.5906	-4.8
M2025	2024-01-07 13:00	1.3616	-4.2
M2025	2024-01-07 14:00	1.3118	-3.5
M2025	2024-01-07 15:00	1.6048	-2.7
M2025	2024-01-07 16:00	1.8301	-1.9
M2025	2024-01-07 17:00	2.3001	-1.2
M2025	2024-01-07 18:00	3.2239	-0.6
M2025	2024-01-07 19:00	3.6257	-0.1
M2025	2024-01-07 20:00	2.9414	0.2
M2025	2024-01-07 21:00	2.5621	0.3
M2025	2024-01-07 22:00	1.8891	0.2
M2025	2024-01-07 23:00	1.396	-0.1
M2025	2024-01-08 0:00	0.9974	-1.9
M2025	2024-01-08 1:00	1.0501	-2.5
M2025	2024-01-08 2:00	0.9147	-3.3
M2025	2024-01-08 3:00	0.8252	-4
M2025	2024-01-08 4:00	0.8378	-4.8
M2025	2024-01-08 5:00	1.15	-5.5
M2025	2024-01-08 6:00	1.8961	-6.2
M2025	2024-01-08 7:00	2.2956	-6.6
M2025	2024-01-08 8:00	2.181	-6.9
M2025	2024-01-08 9:00	1.5453	-7
M2025	2024-01-08 10:00	1.5384	-6.9
M2025	2024-01-08 11:00	1.5644	-6.6
M2025	2024-01-08 12:00	1.4834	-6.2
M2025	2024-01-08 13:00	1.4971	-5.5
M2025	2024-01-08 14:00	1.229	-4.8
M2025	2024-01-08 15:00	1.4848	-4
M2025	2024-01-08 16:00	1.4581	-3.3
M2025	2024-01-08 17:00	2.1212	-2.5
M2025	2024-01-08 18:00	2.9992	-1.9
M2025	2024-01-08 19:00	3.0825	-1.4
M2025	2024-01-08 20:00	3.1497	-1.1
M2025	2024-01-08 21:00	2.6312	-1
M2025	2024-01-08 22:00	1.8167	-1.1
M2025	2024-01-08 23:00	1.4029	-1.4
M2025	2024-01-09 0:00	1.0664	-0.1
M2025	2024-01-09 1:00	0.7647	-0.7
M2025	2024-01-09 2:00	0.8868	-1.5
M2025	2024-01-09 3:00	0.8769	-2.2
M2025	2024-01-09 4:00	0.8775	-3
M2025	2024-01-09 5:00	1.2862	-3.7
M2025	2024-01-09 6:00	1.8732	-4.4
M2025	2024-01-09 7:00	2.0936	-4.8
M2025	2024-01-09 8:00	2.0453	-5.1
M2025	2024-01-09 9:00	1.4051	-5.2
M2025	2024-01-09 10:00	1.4079	-5.1
M2025	2024-01-09 11:00	1.4209	-4.8
M2025	2024-01-09 12:00	1.6169	-4.4
M2025	2024-01-09 13:00	1.1413	-3.7
M2025	2024-01-09 14:00	1.4386	-3
M2025	2024-01-09 15:00	1.2667	-2.2
M2025	2024-01-09 16:00	1.5486	-1.5
M2025	2024-01-09 17:00	2.1674	-0.7
M2025	2024-01-09 18:00	2.7357	-0.1
M2025	2024-01-09 19:00	3.0833	0.4
M2025	2024-01-09 20:00	2.6125	0.7
M2025	2024-01-09 21:00	2.2861	0.8
M2025	2024-01-09 22:00	1.9188	0.7
M2025	2024-01-09 23:00	1.3003	0.4
M2025	2024-01-10 0:00	0.9567	-5.8
M2025	2024-01-10 1:00	0.8084	-6.4
M2025	2024-01-10 2:00	0.8614	-7.1
M2025	2024-01-10 3:00	0.8729	-7.9
M2025	2024-01-10 4:00	0.8841	-8.7
M2025	2024-01-10 5:00	1.2668	-9.4
M2025	2024-01-10 6:00	1.9422	-10
M2025	2024-01-10 7:00	2.8368	-10.5
M2025	2024-01-10 8:00	2.0262	-10.8
M2025	2024-01-10 9:00	1.8096	-10.9
M2025	2024-01-10 10:00	1.4756	-10.8
M2025	2024-01-10 11:00	1.672	-10.5
M2025	2024-01-10 12:00	1.6285	-10
M2025	2024-01-10 13:00	1.5717	-9.4
M2025	2024-01-10 14:00	1.5084	-8.7
M2025	2024-01-10 15:00	1.605	-7.9
M2025	2024-01-10 16:00	1.356	-7.1
M2025	2024-01-10 17:00	2.3864	-6.4
M2025	2024-01-10 18:00	2.9783	-5.8
M2025	2024-01-10 19:00	3.7879	-5.3
M2025	2024-01-10 20:00	3.4051	-5
M2025	2024-01-10 21:00	2.7918	-4.9
M2025	2024-01-10 22:00	1.79	-5
M2025	2024-01-10 23:00	1.676	-5.3
M2025	2024-01-11 0:00	0.8809	1.8
M2025	2024-01-11 1:00	0.7714	1.1
M2025	2024-01-11 2:00	0.7341	0.4
M2025	2024-01-11 3:00	0.6999	-0.4
M2025	2024-01-11 4:00	1.0175	-1.1
M2025	2024-01-11 5:00	1.194	-1.9
M2025	2024-01-11 6:00	1.3538	-2.5
M2025	2024-01-11 7:00	2.0601	-3
M2025	2024-01-11 8:00	1.701	-3.3
M2025	2024-01-11 9:00	1.3827	-3.4
M2025	2024-01-11 10:00	1.3527	-3.3
M2025	2024-01-11 11:00	1.2604	-3
M2025	2024-01-11 12:00	1.3964	-2.5
M2025	2024-01-11 13:00	1.4991	-1.9
M2025	2024-01-11 14:00	1.4356	-1.1
M2025	2024-01-11 15:00	1.4926	-0.4
M2025	2024-01-11 16:00	1.5123	0.4
M2025	2024-01-11 17:00	1.9429	1.1
M2025	2024-01-11 18:00	2.6122	1.8
M2025	2024-01-11 19:00	3.364	2.2
M2025	2024-01-11 20:00	2.282	2.5
M2025	2024-01-11 21:00	2.1633	2.6
M2025	2024-01-11 22:00	1.6581	2.5
M2025	2024-01-11 23:00	1.1153	2.2
M2025	2024-01-12 0:00	1.0332	-1.9
M2025	2024-01-12 1:00	0.849	-2.5
M2025	2024-01-12 2:00	0.8968	-3.2
M2025	2024-01-12 3:00	0.8541	-4
M2025	2024-01-12 4:00	0.8211	-4.8
M2025	2024-01-12 5:00	1.2453	-5.5
M2025	2024-01-12 6:00	1.7501	-6.1
M2025	2024-01-12 7:00	2.1509	-6.6
M2025	2024-01-12 8:00	1.795	-6.9
M2025	2024-01-12 9:00	1.6626	-7
M2025	2024-01-12 10:00	1.5215	-6.9
M2025	2024-01-12 11:00	1.4221	-6.6
M2025	2024-01-12 12:00	1.4918	-6.1
M2025	2024-01-12 13:00	1.3898	-5.5
M2025	2024-01-12 14:00	1.4022	-4.8
M2025	2024-01-12 15:00	1.3532	-4
M2025	2024-01-12 16:00	1.6222	-3.2
M2025	2024-01-12 17:00	2.0455	-2.5
M2025	2024-01-12 18:00	2.4032	-1.9
M2025	2024-01-12 19:00	2.8565	-1.4
M2025	2024-01-12 20:00	2.5096	-1.1
M2025	2024-01-12 21:00	2.4112	-1
M2025	2024-01-12 22:00	1.8705	-1.1
M2025	2024-01-12 23:00	1.1851	-1.4
M2025	2024-01-13 0:00	0.9505	-0.1
M2025	2024-01-13 1:00	0.8373	-0.7
M2025	2024-01-13 2:00	0.8921	-1.5
M2025	2024-01-13 3:00	0.9756	-2.2
M2025	2024-01-13 4:00	0.9801	-3
M2025	2024-01-13 5:00	1.2286	-3.7
M2025	2024-01-13 6:00	1.9909	-4.3
M2025	2024-01-13 7:00	2.2347	-4.8
M2025	2024-01-13 8:00	2.3439	-5.1
M2025	2024-01-13 9:00	1.5418	-5.2
M2025	2024-01-13 10:00	1.3228	-5.1
M2025	2024-01-13 11:00	1.5273	-4.8
M2025	2024-01-13 12:00	1.6709	-4.3
M2025	2024-01-13 13:00	1.6232	-3.7
M2025	2024-01-13 14:00	1.4595	-3
M2025	2024-01-13 15:00	1.4462	-2.2
M2025	2024-01-13 16:00	1.5483	-1.5
M2025	2024-01-13 17:00	2.2938	-0.7
M2025	2024-01-13 18:00	3.1139	-0.1
M2025	2024-01-13 19:00	3.6005	0.4
M2025	2024-01-13 20:00	2.8382	0.7
M2025	2024-01-13 21:00	2.527	0.8
M2025	2024-01-13 22:00	1.8534	0.7
M2025	2024-01-13 23:00	1.4748	0.4
M2025	2024-01-14 0:00	1.003	-1.9
M2025	2024-01-14 1:00	0.9369	-2.5
M2025	2024-01-14 2:00	1.0158	-3.2
M2025	2024-01-14 3:00	0.8578	-4
M2025	2024-01-14 4:00	1.027	-4.8
M2025	2024-01-14 5:00	1.3236	-5.5
M2025	2024-01-14 6:00	2.1006	-6.1
M2025	2024-01-14 7:00	2.5022	-6.6
M2025	2024-01-14 8:00	2.1201	-6.9
M2025	2024-01-14 9:00	1.7705	-7
M2025	2024-01-14 10:00	1.7106	-6.9
M2025	2024-01-14 11:00	1.6205	-6.6
M2025	2024-01-14 12:00	1.8805	-6.1
M2025	2024-01-14 13:00	1.563	-5.5
M2025	2024-01-14 14:00	1.555	-4.8
M2025	2024-01-14 15:00	1.6751	-4
